Entry,Progen2_medium_ll,Progen2_base_ll,Progen2_large_ll,Progen2_xlarge_ll,Progen2_BFD90_ll,ESM2_650M_pppl,ESM2_3B_pppl,ESM2_15B_pppl
Q2NQN2,-0.793380499,-1.572602749,-0.745227963,-0.551585674,-0.638299495,-0.991534184,-1.033927541,-0.896439194
Q2NQN4,-0.728317052,-0.765988946,-0.74776569,-0.577816516,-0.69606629,-1.049165812,-0.96895029,-0.899035566
Q2NQN5,-0.978975147,-2.843649149,-0.984645993,-0.489636555,-0.79430449,-1.042859906,-0.73926721,-0.372415231
Q2NQN8,-0.993401587,-2.014720857,-0.925947279,-0.71026966,-0.877687693,-1.214727766,-1.129936086,-1.158127071
Q2NQP0,-1.145504355,-2.898102045,-1.111096084,-0.777171999,-0.96750173,-0.76580797,-0.791604782,-0.682069234
Q2NQP1,-0.817993522,-0.767620057,-0.804272175,-0.487044081,-0.732278049,-1.37607667,-1.230984968,-1.141152941
Q2NQP4,-0.825179011,-1.314194262,-0.786159754,-0.633176744,-0.74611488,-0.993150915,-0.862821384,-0.832077267
Q2NQP5,-0.690766215,-0.752184033,-0.673223019,-0.504437715,-0.638533056,-0.85068266,-0.799789177,-0.680889225
Q2NQU0,-0.843949556,-0.848440737,-0.81963709,-0.738861293,-0.788680553,-0.867569013,-0.628933601,-0.615559222
Q2NRD5,-0.731720775,-0.731613874,-0.65423587,-0.510123849,-0.63829577,-0.880248777,-0.724795141,-0.638852031
Q2NRK7,-0.735276461,-0.711684972,-0.671201557,-0.472239882,-0.577738822,-1.157328337,-1.071869761,-1.02081161
Q2NV62,-1.295404255,-1.248051763,-1.238996208,-1.053952247,-1.179088116,-1.109595396,-1.035938416,-1.03720113
Q2NW20,-1.034868658,-1.725293398,-1.041021407,-0.703034341,-0.871831536,-1.018223968,-0.954242801,-0.927291465
Q2NWI3,-0.66586104,-0.734459728,-0.669305682,-0.412880421,-0.630258322,-1.184663502,-1.162103947,-1.121253857
Q2NWI4,-0.795982987,-0.809187293,-0.756052971,-0.525166035,-0.706901491,-1.037724814,-1.053413984,-1.012982909
Q2NWR8,-0.921746373,-0.849828333,-0.77259919,-0.518609002,-0.713563144,-0.670115574,-0.405385542,-0.354073794
Q2NWR9,-0.658684224,-0.665360719,-0.593244702,-0.408202678,-0.527668536,-0.854256784,-0.67647613,-0.529578848
Q9PDT8,-0.928344846,-0.952428877,-0.842112631,-0.7532022,-0.892558455,-1.127869962,-1.0861695,-1.078205888
P65750,-0.998466969,-1.00657773,-0.967596799,-0.757604986,-0.896315545,-1.265309988,-1.226898,-1.122666996
P66379,-0.780681551,-0.88239187,-0.721406102,-0.650865287,-0.694442123,-2.074962469,-2.009901308,-1.815300163
Q9PAG5,-1.244248092,-1.214083314,-1.164119422,-0.96373263,-1.125193298,-1.397066815,-1.330078778,-1.341283865
Q9PAR6,-0.885715872,-0.889557183,-0.806790918,-0.677681655,-0.83504492,-1.369325075,-1.263972563,-1.244735817
Q9PBD3,-1.426700234,-1.365410268,-1.352729201,-1.250239253,-1.323318124,-1.342538264,-1.305089182,-1.360739588
Q9PBD5,-1.548476815,-1.550368726,-1.496106744,-1.311488628,-1.369784892,-1.485450141,-1.310901597,-1.221078288
Q9PC02,-1.061893284,-1.007582843,-0.963046461,-0.865821779,-1.019647419,-1.0638891,-0.930781873,-0.834029935
Q9PE70,-1.478478193,-1.394248486,-1.330401659,-1.236857712,-1.398367822,-1.522441039,-1.444533131,-1.504980444
Q9PF55,-0.922741175,-0.908433646,-0.801724672,-0.764454484,-0.874663234,-0.937213689,-0.874201209,-0.812566354
Q9PG47,-1.091206849,-1.056996584,-0.900229901,-0.852767199,-1.030704796,-1.425459966,-1.293370228,-1.279416046
Q9PG67,-0.970397234,-0.976272225,-0.873377174,-0.77433148,-0.877460927,-1.194425712,-1.119438035,-1.12936066
Q9PGR0,-1.280754507,-1.615301847,-1.22440809,-1.141504586,-1.18979007,-1.160984831,-1.16431061,-1.144692009
Q9PGR6,-1.558400035,-1.505763829,-1.466525018,-1.149392307,-1.381267011,-1.495817072,-1.376963924,-1.380293252
P66348,-1.552319646,-2.458520055,-1.387756884,-1.130708575,-1.407454431,-1.366740965,-1.327964216,-1.229024805
P66546,-1.160975993,-1.138167799,-0.984717131,-0.9384709,-1.019613206,-1.358207022,-1.308550529,-1.243667111
Q9PA83,-1.241060138,-1.18134886,-1.048704624,-0.914084584,-1.147345006,-1.18973946,-1.021342365,-0.996556674
Q9PA84,-1.672843337,-1.654316247,-1.544856191,-1.361060202,-1.608365774,-1.463820872,-1.403619211,-1.432727956
Q9PD42,-1.078901529,-1.063049972,-0.983138919,-0.907779992,-0.979424447,-1.213685481,-1.192940466,-1.154876145
Q9PD43,-0.988952905,-0.946382046,-0.858291537,-0.759618789,-0.939398855,-1.265670673,-1.266651426,-1.193481776
Q9PE54,-1.075873613,-1.121685266,-1.040633768,-0.922769845,-1.096264958,-1.024972888,-0.999971629,-1.035654595
Q9PE55,-1.306844413,-1.572695136,-1.0309259,-0.921891391,-1.046529889,-1.268482663,-1.123333882,-1.072729232
Q9PE57,-1.830677688,-1.750794411,-1.70681262,-1.52461946,-1.636386395,-1.705169808,-1.663442421,-1.728778298
Q9PE58,-2.079234838,-2.91601193,-2.283347964,-2.049813092,-2.150170445,-1.699337404,-1.604078929,-1.571333454
Q9PE60,-1.419795871,-2.131112695,-1.353077471,-1.231943667,-1.387322009,-1.583874631,-1.438282551,-1.410686798
Q9PE63,-1.246200979,-2.837952256,-1.238192677,-1.083905458,-1.217335641,-1.101616176,-1.035187944,-0.972629772
Q9PE64,-1.054098785,-1.055654109,-0.981632352,-0.91948846,-1.014216751,-1.178653162,-1.051848556,-1.073693604
Q9PE66,-0.816179752,-1.641177654,-0.749663264,-0.66941604,-0.705189049,-0.962672048,-0.933669654,-0.931279225
Q9PE68,-2.320293546,-2.85090673,-2.315754533,-2.251283288,-2.198524177,-1.822324927,-1.816116373,-1.786592092
Q9PE69,-1.165118515,-1.207939982,-1.114029467,-0.93679893,-1.122677743,-1.279905007,-1.256811864,-1.192582371
Q9PE71,-1.387917876,-1.702426851,-1.377632976,-1.283467174,-1.362191856,-1.204228638,-1.235294343,-1.178426334
Q9PE72,-1.56948185,-2.44572866,-1.628320932,-1.45180285,-1.694959581,-2.714923022,-1.092653268,-1.01287835
Q9PE73,-0.974987924,-0.924301565,-0.887959272,-0.777981043,-0.913361579,-1.272624625,-1.158021382,-1.181236173
Q9PE75,-1.585236251,-1.54273361,-1.489377022,-1.234435201,-1.656038702,-1.451179157,-1.290450029,-1.261112364
Q9PE76,-1.305452704,-1.213956416,-1.183165491,-1.031699955,-1.214595854,-1.278891941,-1.134753961,-1.057874379
Q9PEM9,-1.028467864,-0.95181179,-0.918615788,-0.72520563,-0.919992089,-1.511681941,-1.258535811,-0.987621566
Q9PF94,-1.488911986,-1.484510243,-1.474142551,-1.196322381,-1.424707949,-1.387048969,-1.289328622,-1.241908791
Q9PGZ6,-1.187145352,-1.282329619,-1.133070886,-0.967282593,-1.217924833,-1.143797011,-0.982163768,-0.995326792
Q9RXK1,-1.715348482,-1.854868233,-1.79005748,-1.35328877,-1.690743089,-1.587368485,-1.597363042,-1.667369026
Q9RR60,-0.839499027,-0.828157127,-0.802725434,-0.754389107,-0.79602325,-0.969968581,-0.916559621,-0.920387871
Q9RSK9,-1.716421425,-1.673232794,-1.564717352,-1.143792927,-1.518521965,-1.56555958,-1.452887509,-1.420174077
Q9RSL0,-1.626890302,-2.852784276,-1.550435007,-1.377848923,-1.587992132,-0.96968015,-1.031770734,-1.004216385
Q9RSL2,-1.380250275,-1.730164826,-1.303855598,-1.163489819,-1.322972596,-1.139621263,-1.057264846,-1.087672823
Q9RSS8,-1.234346569,-1.226155758,-1.222419858,-0.925905198,-1.159506559,-1.076651625,-1.089416663,-1.04142304
Q9RT91,-1.185097694,-1.130588293,-1.173810184,-0.904388666,-1.132164419,-1.337213584,-1.22518968,-1.253533483
Q9RTL8,-0.742047995,-0.738900572,-0.712517977,-0.660247326,-0.70722279,-0.849548332,-0.772438505,-0.765112419
Q9RTS6,-2.378475308,-2.374435663,-2.392899275,-1.682066619,-2.213126779,-1.782642131,-1.685039856,-1.611018816
Q9RU48,-2.111149907,-2.08401984,-1.948197365,-1.869635701,-1.990913689,-1.528973379,-1.436915953,-1.473445609
Q9RUP2,-1.229790926,-1.209758282,-1.183645964,-0.922950834,-1.153059185,-1.014071551,-1.028885245,-0.972723948
Q9RWJ4,-1.076518476,-1.043376863,-1.018808544,-0.814146549,-1.003859699,-1.453003963,-1.277359096,-1.289239539
Q9RXJ0,-1.107186019,-1.116956592,-1.124769807,-0.960582823,-1.105425894,-1.080569688,-1.016573342,-1.038189938
Q9RXJ2,-1.337782204,-1.715135515,-1.354741514,-1.214003384,-1.298318803,-1.366544867,-1.574711522,-1.071389099
Q9RXJ4,-2.201479793,-2.713783145,-2.148250699,-1.961580217,-2.0949049,-1.462952802,-1.369487983,-1.31798458
Q9RXJ5,-1.130781949,-1.120580852,-1.082648396,-1.054077566,-1.153360844,-1.296536036,-1.177973166,-1.162123268
Q9RXJ7,-1.651827574,-1.685884058,-1.652346671,-1.375946283,-1.578162968,-1.439529246,-1.429568909,-1.375045316
Q9RXJ9,-0.996299505,-0.977775514,-0.976163447,-0.896205217,-0.946768522,-1.202809688,-1.062650634,-0.945576761
Q9RXK2,-1.300920784,-1.305729926,-1.248866796,-0.950219184,-1.282273173,-1.158283933,-1.081817133,-1.02113035
Q9RXK7,-0.861727774,-0.923782885,-0.803548902,-0.736024857,-0.800299674,-1.835108129,-1.607844339,-1.612813455
Q9RXY1,-1.734145641,-1.729847431,-1.721416593,-1.41098851,-1.692176878,-1.580601927,-1.555332996,-1.56622161
Q9RYB4,-1.418139219,-1.385954201,-1.396841049,-1.091341972,-1.352826595,-1.320363087,-1.290579746,-1.306393988
Q9RYB5,-1.632595599,-1.622148335,-1.640700877,-1.111364186,-1.504273057,-1.561979833,-1.463025331,-1.456061041
Q9RSJ8,-1.547156572,-1.497833848,-1.524188459,-1.369241655,-1.462469876,-1.235447253,-1.229233007,-1.207608208
Q9RSJ9,-0.829574317,-0.841939181,-0.793739796,-0.795124322,-0.819736272,-1.085486506,-1.041462719,-0.898041186
Q9RSL5,-1.308037579,-2.834796906,-1.283075094,-1.123003364,-1.234941721,-1.120861592,-1.08782812,-1.071724749
Q9RSS9,-2.078799009,-2.009783328,-2.091096103,-1.381692767,-1.909235597,-1.560982271,-1.454471233,-1.376619457
Q9RU79,-1.50816071,-1.449640989,-1.483767211,-1.307124913,-1.430739045,-1.53067265,-1.472926858,-1.497353065
Q9RXH2,-2.000946641,-2.320866585,-1.88198787,-1.252663314,-1.770100832,-1.346232579,-1.354370867,-1.409348047
Q9RXJ6,-1.562482059,-1.573172808,-1.507339001,-1.354054809,-1.460778654,-1.310499405,-1.164211955,-1.077125952
Q9RXJ8,-0.956634283,-2.005517364,-0.949086905,-0.875602603,-0.949028224,-2.750730901,-0.792772405,-0.823884105
Q9RXK3,-1.315570116,-1.893263042,-1.258844018,-1.219524562,-1.312736273,-1.136881782,-1.252028275,-1.13793502
Q9RXY0,-1.436815083,-1.449842572,-1.440573156,-1.179951012,-1.340540588,-1.322062539,-1.248486807,-1.325937666
Q7NQF2,-0.922785372,-0.921846211,-0.813959688,-0.708596706,-0.855278879,-1.135675953,-0.939295561,-0.969859464
Q7NSG1,-0.75168395,-0.727675915,-0.699663848,-0.543678164,-0.695431024,-1.30936627,-1.184140499,-1.140963681
Q7NUE3,-0.866269559,-0.892616749,-0.833029389,-0.628330469,-0.785697937,-1.136375036,-1.041657315,-1.014052899
Q7NYZ2,-1.827904344,-1.723050892,-1.75869298,-1.114988744,-1.443297207,-1.717874417,-1.442672113,-1.062430368
Q7MBE8,-0.914463699,-0.899259597,-0.880420685,-0.799974322,-0.857266694,-0.925173331,-0.802420751,-0.788480981
Q7NQE3,-0.689192146,-0.657691658,-0.63547188,-0.551240444,-0.618817627,-0.871817524,-0.773400955,-0.673881176
Q7NQE4,-1.018357635,-1.011669457,-0.99297303,-0.782747537,-0.885753691,-0.958202807,-0.738311377,-0.738131405
Q7NQE8,-0.506339952,-0.665178895,-0.440995142,-0.427469149,-0.463603094,-1.981110711,-1.829984731,-1.710568407
Q7NQF1,-0.99806717,-1.798413754,-0.726103753,-0.666754454,-0.871207207,-0.957167275,-0.959758589,-1.027065671
Q7NQF3,-1.359313905,-1.339875102,-1.292536259,-1.042589635,-1.282111883,-1.318197911,-1.172891964,-1.112472614
Q7NQF5,-0.755798042,-0.708253503,-0.636398613,-0.55960083,-0.625842988,-1.227621237,-1.117693386,-1.046923451
Q7NQF6,-0.848392785,-2.083558679,-0.772664756,-0.705469102,-0.80251509,-2.770467145,-0.791965794,-0.836863642
Q7NQF7,-1.078724623,-1.662188053,-0.977987617,-0.769585371,-0.99203825,-1.279530541,-1.190456065,-1.108827637
Q7NQF8,-0.888077945,-0.878434151,-0.859021038,-0.739177614,-0.814295828,-1.373581957,-1.309824529,-1.291916598
Q7NQF9,-0.790745854,-0.85912165,-0.683044255,-0.60318312,-0.717119902,-1.202479446,-1.175986157,-1.098197423
Q7NQG0,-1.133858025,-2.605091691,-1.095635295,-1.016949356,-1.148716986,-1.144465455,-1.054181256,-0.995315084
Q7NQG2,-0.634983897,-1.465182006,-0.515773937,-0.463910356,-0.542241335,-0.970621463,-0.923369884,-0.908315939
Q7NQG4,-0.628580749,-0.666068673,-0.601890862,-0.543886006,-0.585983604,-0.984721917,-0.965904136,-1.012490297
Q7NQG5,-1.235531509,-2.755477548,-0.996468544,-0.927640587,-1.027270675,-1.201193463,-1.169822422,-1.199264595
Q7NQG8,-0.91243577,-1.876359582,-0.897299469,-0.72534281,-0.867789596,-1.239750256,-1.135683311,-1.047025026
Q7NQH0,-1.236424208,-2.855264425,-1.292669296,-0.9996261,-1.21153003,-1.120818492,-0.884264841,-0.836456125
Q7NQH1,-0.986155331,-0.938943416,-0.907526404,-0.739059389,-0.853257954,-1.323990523,-1.236102031,-1.161619129
Q7NQH4,-0.960295945,-1.310147464,-0.867664158,-0.809351981,-0.847685814,-1.057295506,-0.918262035,-0.803606778
Q7NQH5,-0.704322845,-0.75213778,-0.623694211,-0.568065614,-0.678610027,-0.823168407,-0.764781804,-0.65964219
Q7NRJ5,-1.042871684,-0.997975558,-1.019172221,-0.762495548,-0.94908908,-0.879001576,-0.821505779,-0.737170279
Q7NRK9,-1.384296298,-1.370788753,-1.362943172,-1.051270247,-1.324690759,-1.424911879,-1.375562433,-1.435796529
Q7NRT3,-0.786095142,-0.789825916,-0.723973781,-0.618232697,-0.670258403,-1.06077132,-0.979759822,-0.890747091
Q7NRT4,-0.92971158,-0.905143708,-0.823745072,-0.684778035,-0.881301582,-1.332574587,-1.223846749,-1.240158576
Q7NVZ4,-0.966561943,-0.962982833,-0.855187923,-0.728897572,-0.870442986,-1.251326513,-1.204853879,-1.193225095
Q7NWJ5,-0.598325014,-0.594662458,-0.534895957,-0.48929581,-0.594134301,-1.542974117,-1.394360743,-1.241676097
Q7NY11,-0.956126481,-1.436411262,-0.984661341,-0.750341654,-0.96710822,-0.994950842,-1.017308264,-1.012567483
Q7P0A1,-1.330783606,-1.279744625,-1.299788237,-0.965406567,-1.158026218,-1.04450452,-0.854731431,-0.790346658
Q7P1M4,-0.783810347,-0.823807031,-0.803895265,-0.648573607,-0.777294159,-0.754557038,-0.676642246,-0.688485237
Q8TI80,-1.921060383,-1.873941243,-1.912983596,-1.393813372,-1.666874409,-1.469362027,-1.389323791,-1.283593236
Q8TIY5,-1.42944634,-1.382180631,-1.346993268,-0.971249163,-1.32989949,-1.165946106,-1.045825635,-0.981976934
Q8TNY5,-1.044677317,-1.043328673,-0.964999706,-0.665776014,-0.838856816,-1.366695505,-1.22158684,-0.96509704
Q8TQ79,-1.296065927,-1.253800392,-1.237307847,-1.017942548,-1.199563742,-1.186055523,-1.174460527,-1.187309922
Q8TQL7,-2.315171838,-2.647301912,-2.190118492,-2.003784478,-2.092377067,-1.417544236,-1.492779936,-1.543520489
P61929,-1.295076013,-2.639992952,-1.21984458,-0.953999281,-1.24549228,-1.071602621,-0.920082505,-0.744246381
Q8THP2,-2.304850101,-2.831726313,-2.455700636,-1.696133077,-2.063811541,-1.485178534,-1.509438594,-1.425051351
Q8TI81,-1.803392291,-1.703242898,-1.72122705,-1.375428617,-1.737980306,-1.44135307,-1.394814413,-1.243100392
Q8TIN2,-2.26343441,-2.911352158,-2.49493289,-1.753317297,-1.980446696,-2.827338209,-2.818743399,-2.677852978
Q8TKI9,-2.435958624,-2.29317522,-2.100786209,-1.427635074,-1.860510707,-1.400698919,-1.447602361,-1.326055526
Q8TMI3,-1.521059275,-1.484588265,-1.518038511,-1.193336427,-1.541807771,-1.539674566,-1.413088736,-1.366432062
Q8TPX0,-1.545348167,-1.490929842,-1.435955644,-1.032533109,-1.362266421,-1.339069781,-1.254567648,-1.331424901
Q8TQL4,-2.157027066,-2.236690938,-2.160853982,-1.405741572,-1.931182086,-1.278149859,-1.121280309,-1.012537233
Q8TRB9,-2.142764807,-2.771819234,-2.181000352,-1.500588596,-1.804116786,-1.404107722,-1.389141323,-1.153496484
Q8TRC1,-1.364077806,-1.323727429,-1.291118443,-1.093119621,-1.244297683,-1.074289327,-0.998963864,-0.971892527
Q8TRR0,-1.139462829,-1.103371799,-1.103094339,-0.768237531,-1.126551211,-1.75099987,-1.516311336,-1.327176322
Q8TRR2,-1.713944733,-1.680684805,-1.652149439,-1.276904345,-1.741677165,-1.53113467,-1.406244439,-1.381989739
Q8TRS5,-1.802990794,-1.792708099,-1.799379945,-1.389259875,-1.59188354,-1.277890125,-1.102490458,-1.006428115
Q8TRS6,-1.850300968,-1.737562537,-1.950236261,-1.147898376,-1.55316931,-1.317929428,-1.216672216,-1.172932533
Q8TRS8,-1.724913836,-1.728906751,-1.770724237,-1.297924459,-1.732055247,-1.158016964,-1.010137768,-0.618437051
Q8TRT0,-2.083786845,-2.041590989,-2.080592573,-1.709585011,-1.878134608,-1.593451993,-1.490039385,-1.32385048
Q8TRT3,-1.808261812,-2.794271111,-1.825511873,-1.51293385,-1.659358263,-1.923758606,-1.5252796,-1.620195051
Q8TRT4,-1.54080373,-1.379291058,-1.496223569,-1.091661155,-1.412941515,-1.457662698,-1.411647146,-1.274794075
Q8TRT5,-2.033431411,-1.901556194,-2.103270054,-1.227299392,-1.863542318,-1.253973938,-1.179247692,-1.273484953
Q8TRT7,-1.523635745,-1.537003219,-1.337266803,-1.137676656,-1.431912363,-1.300404005,-1.166892942,-1.257025856
Q8TRU0,-1.921677113,-2.692175269,-1.839537323,-1.447580636,-1.631369591,-1.142499685,-1.135162065,-0.872536221
Q8TRU1,-1.513081849,-1.566851199,-1.547399282,-1.220702112,-1.399709404,-1.274563541,-1.110621034,-0.957316647
Q8TRU2,-1.844325423,-1.984648645,-2.091494322,-1.516542137,-1.851004303,-1.406887258,-1.264790367,-1.31526358
Q8TRU3,-1.468259633,-1.665294111,-1.509963572,-1.004134297,-1.482132494,-2.551724556,-1.251749703,-1.286464903
Q8TRU4,-1.52816534,-1.471129954,-1.661673605,-1.088543117,-1.400899351,-1.532652871,-1.374330256,-1.354169951
Q8TRU6,-1.598088205,-1.431430519,-1.639845133,-1.05433768,-1.400293708,-1.23383983,-1.205256265,-1.062474536
Q8TRU7,-1.608915806,-1.526458561,-1.571520746,-1.03514117,-1.327117622,-1.579394214,-1.4341525,-1.39729856
Q8TS56,-1.746797681,-1.762789369,-1.726998687,-1.289815664,-1.672513723,-1.448424061,-1.205870676,-1.158586925
Q8TT39,-1.477579474,-1.504523516,-1.423389912,-1.231001735,-1.462329984,-1.372928559,-1.314094495,-1.278280935
Q8TT42,-1.571213484,-1.509902239,-1.424268365,-1.285263062,-1.442968428,-1.390879886,-1.195058415,-1.157225558
Q8TT43,-1.749443233,-1.698864698,-1.785861313,-1.46119839,-1.662575603,-1.412200622,-1.491776082,-1.434413949
Q8TU90,-1.837122321,-1.784857213,-1.771197557,-1.176665306,-1.626123846,-1.516718563,-1.32736251,-1.180757671
F4LHM0,-1.883294523,-1.88382262,-1.871355355,-1.642401814,-1.786088705,-1.417455515,-1.29233253,-0.916377989
Q7VTC7,-0.906505942,-0.86772275,-0.74741292,-0.727243632,-0.794069082,-1.370722866,-1.35987142,-1.296082261
Q7VTD3,-0.960507214,-0.863099426,-0.887590617,-0.701570004,-0.862626463,-1.145963424,-1.006880949,-1.00046255
Q7VTJ9,-0.600931585,-0.585223496,-0.459597245,-0.417106792,-0.529724061,-1.846200433,-1.101000482,-0.683196886
Q7VUF4,-1.654197037,-1.649143517,-1.675764978,-1.174111307,-1.476644874,-1.564333917,-1.506841334,-1.534535637
Q7VVH8,-1.883294523,-1.88382262,-1.871355355,-1.642401814,-1.786088705,-1.417455515,-1.29233253,-0.916377989
Q7VVM4,-0.701560616,-0.694457769,-0.594092846,-0.539343029,-0.606133789,-1.364598041,-1.218935709,-1.184576918
Q7VW79,-0.775387645,-0.751807272,-0.588227689,-0.507435292,-0.625740975,-1.120107182,-1.019455582,-0.996391621
Q7VWM1,-0.974313289,-0.899982095,-0.85384196,-0.712128788,-0.776427358,-1.407147468,-1.298199902,-1.233149356
Q7VXN4,-0.890204012,-0.863852203,-0.817459434,-0.641264856,-0.825249016,-1.075655781,-1.016202618,-0.979127459
Q7VT61,-1.157276273,-1.115954041,-1.120134234,-0.78897807,-1.028257757,-1.094238668,-1.011570034,-0.72283177
Q7VTA7,-0.785426289,-0.777706981,-0.650423497,-0.59696725,-0.6864461,-0.884289348,-0.797084839,-0.795891698
Q7VTA8,-0.985683978,-1.268809021,-0.837688416,-0.740969926,-0.870738208,-1.050933153,-0.972325057,-0.805451369
Q7VTB2,-0.990178078,-1.017128468,-0.869997412,-0.644488573,-0.90320918,-1.351792384,-1.241321304,-1.086359437
Q7VTB3,-1.41099751,-2.882972002,-1.347349465,-1.209804654,-1.414572477,-0.958071398,-0.955392152,-1.079304705
Q7VTB5,-1.243911564,-2.023187101,-1.036183983,-0.750792563,-1.041857421,-1.262140629,-1.068764449,-1.057119786
Q7VTB8,-1.03268522,-2.768689513,-0.981384724,-0.834858656,-0.984998405,-0.958855118,-0.932021984,-0.89056611
Q7VTB9,-0.744590789,-0.682860941,-0.556604236,-0.452143416,-0.560402572,-1.018095414,-0.94711943,-0.924325297
Q7VTC1,-0.775929153,-1.589587927,-0.544469506,-0.528182089,-0.64908731,-0.993171968,-0.928008167,-0.943067248
Q7VTC5,-1.209985971,-2.660275459,-0.904346615,-0.801201463,-1.145305216,-1.004854867,-0.802706608,-0.755649126
Q7VTC6,-0.753532827,-0.784017742,-0.59507364,-0.547521442,-0.73853153,-1.212541836,-1.191314272,-1.166350748
Q7VTC8,-1.137403965,-1.695924044,-1.020487219,-0.761179775,-1.019953877,-1.090674189,-1.171556375,-1.153929489
Q7VTC9,-0.755167931,-1.96872884,-0.681664824,-0.649245977,-0.701967627,-2.785123872,-0.718038289,-0.65211359
Q7VTD0,-0.742506146,-0.664356589,-0.632771134,-0.467925206,-0.626409978,-1.217666708,-1.070185507,-0.98176847
Q7VTD2,-1.001029819,-0.892315447,-0.813229173,-0.667937219,-0.853863895,-1.157343198,-0.966976314,-0.905961612
Q7VTD4,-0.932750702,-1.559366822,-0.709845781,-0.751894206,-0.895592064,-1.018930262,-1.045303547,-1.020646228
Q7VTD7,-0.618997395,-0.654614657,-0.499123558,-0.51320222,-0.587918162,-1.925257113,-1.751741726,-1.691204377
Q7VU50,-1.250041783,-1.198033929,-1.094157994,-0.56680575,-0.939023495,-1.417687628,-1.221075777,-1.277218547
Q7VUV8,-0.828795016,-0.837738365,-0.702960104,-0.566519439,-0.793571562,-1.157325724,-1.073995082,-1.081018856
Q7VUV9,-0.912099898,-0.900925785,-0.667218566,-0.513621211,-0.741375774,-1.307091517,-1.266958159,-1.274048101
Q7VVR1,-0.84353134,-0.800578862,-0.709134489,-0.606797308,-0.751581222,-0.85955394,-0.627067952,-0.499541191
Q7VYD0,-0.965344965,-0.930456609,-0.888870806,-0.705752343,-0.874871016,-1.324982862,-1.257389108,-1.207270926
Q7VZB8,-0.728654414,-0.727850229,-0.664610952,-0.517543495,-0.679913759,-0.788637288,-0.597115008,-0.522555304
Q7VZU1,-1.069633573,-1.521587908,-0.953480035,-0.749427825,-0.89960596,-1.086448,-0.967091192,-1.018879613
Q7W089,-1.523945153,-1.479740202,-1.340329766,-1.113802135,-1.39913106,-1.347106469,-1.323940022,-1.280702503
Q7W0S1,-0.950598389,-0.949571013,-0.81944713,-0.640086234,-0.850785434,-1.024205742,-0.897295667,-0.767120529
Q7W0S2,-0.766543239,-0.745181262,-0.703870356,-0.49035491,-0.695094228,-0.869268344,-0.782373592,-0.689318356
Q5KU76,-0.590360701,-0.529976249,-0.477642313,-0.355249435,-0.443300635,-1.228899373,-1.090104643,-0.974125219
Q5KVE4,-0.580594897,-0.589241654,-0.578446358,-0.468585581,-0.527627438,-0.825910864,-0.790502009,-0.813047378
Q5KVE7,-0.499549851,-0.484248266,-0.451165572,-0.351645932,-0.427336469,-0.816787275,-0.751032779,-0.707250106
Q5KVS7,-0.636134833,-0.567236632,-0.607919723,-0.465399221,-0.517712921,-0.862423365,-0.725122502,-0.641982557
Q5KXT7,-0.796307623,-0.773111433,-0.767707705,-0.621671975,-0.685881972,-0.835581193,-0.758346205,-0.662753674
Q5L1E0,-1.319335222,-1.373258829,-1.262496173,-0.959604412,-1.192682683,-1.478777011,-1.268756705,-1.116271291
Q5L1E6,-1.167583466,-1.156528533,-1.196902931,-0.852888435,-1.066160262,-1.220516333,-1.149320522,-1.145013137
Q5L3E1,-0.563675791,-0.552722365,-0.554945886,-0.43586871,-0.512420088,-1.199311195,-1.04837696,-1.058321212
Q5L3F6,-0.767738163,-0.766259223,-0.765412569,-0.649074107,-0.759017855,-1.132723666,-1.098566187,-0.997059936
Q5L402,-0.592514426,-0.59267962,-0.558837026,-0.440907389,-0.541323483,-2.047412013,-1.867002735,-1.934826145
Q5KUI7,-1.045267969,-1.034670144,-1.093888104,-0.79780972,-0.956332594,-1.306142151,-0.975629078,-0.888686618
Q5KW28,-1.196350396,-1.172051549,-1.194990158,-1.0564138,-1.15085876,-1.04001924,-1.062737371,-0.998016711
Q5KW94,-0.696996003,-0.639236689,-0.655196309,-0.510125637,-0.619195521,-1.283783717,-1.163955672,-1.15188405
Q5KWS2,-0.842092395,-0.791625351,-0.787896723,-0.599327415,-0.743365675,-0.937598164,-0.842167147,-0.67878517
Q5L0I3,-0.807118446,-1.411457658,-0.823972732,-0.659270555,-0.765938401,-0.867714418,-0.763025389,-0.825406663
Q5L0K2,-0.561567932,-0.529980212,-0.518107921,-0.489107788,-0.493211567,-0.989765094,-0.90695627,-0.938108923
Q5L3Q5,-0.885629147,-0.850681454,-0.869377166,-0.69544518,-0.863164216,-1.058318491,-1.016871636,-0.873952135
Q5L3Q6,-0.881489545,-0.876998603,-0.868871152,-0.699590981,-0.803673863,-1.055600839,-1.034411694,-1.004234114
Q5L3R3,-0.672874004,-0.687253803,-0.665589482,-0.495572492,-0.626180589,-0.726338377,-0.724367641,-0.716849456
Q5L3R4,-0.645503461,-0.93985644,-0.553055227,-0.520576864,-0.567188561,-0.973202418,-0.838427809,-0.675435462
Q5L3S0,-0.68942228,-0.713381141,-0.673872411,-0.583022743,-0.630612463,-0.850648062,-0.796473119,-0.799006095
Q5L3S1,-1.229792416,-2.888157606,-1.134842753,-0.896068484,-1.070664465,-0.910622099,-0.914547244,-0.903744976
Q5L3S3,-0.837356806,-1.190866768,-0.809859604,-0.731425166,-0.74037537,-0.729228461,-0.659735588,-0.691420091
